Event Time,Process Id,Process Name,Command Line,Creation Time,Account Name,Parent Process Id,Parent Process Name,Parent Command Line,Remote IP,Remote Port,Local IP,Local Port,Process Status,Process Integrity Level,Executable Path,SHA1,Read Count,Write Count
2025-01-26 21:09:52,18172,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,2025-01-26 20:08:01,LAPTOP-6O3JCTLT\LENOVO,1492,svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,,,running,Normal,C:\Windows\System32\RuntimeBroker.exe,e66b427b11ddcdc260dce57702eeca7dd89addf9,2015,0
2025-01-26 21:09:52,18528,WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe,2025-01-26 21:08:51,NT AUTHORITY\NETWORK SERVICE,1492,svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,,,running,Normal,C:\Windows\System32\wbem\WmiPrvSE.exe,91180ed89976d16353404ac982a422a707f2ae37,115,114
2025-01-26 21:09:52,18532,runasAdmin.exe,D:\cyber_security_final_year_project\Project Implementation\DesktopApp\test\logging\dist\runasAdmin.exe D:\cyber_security_final_year_project\Project Implementation\DesktopApp\test\logging\dist\runasAdmin.exe,2025-01-26 21:09:45,LAPTOP-6O3JCTLT\LENOVO,872,runasAdmin.exe,D:\cyber_security_final_year_project\Project Implementation\DesktopApp\test\logging\dist\runasAdmin.exe D:\cyber_security_final_year_project\Project Implementation\DesktopApp\test\logging\dist\runasAdmin.exe,,,,,running,Normal,D:\cyber_security_final_year_project\Project Implementation\DesktopApp\test\logging\dist\runasAdmin.exe,857eccc13a68f03605349cea9c45bc751051e355,279088,1
2025-01-26 21:09:52,18728,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0x4,2025-01-26 20:07:58,LAPTOP-6O3JCTLT\LENOVO,5172,AutoModeDetect.exe,C:\WINDOWS\system32\AutoModeDetect.exe,,,,,running,Normal,C:\Windows\System32\conhost.exe,0027bb9f956056b469b1dfd7cebd23c53b8f6f79,12,0
2025-01-26 21:09:52,18812,svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DevQueryBroker,2025-01-26 19:44:44,NT AUTHORITY\SYSTEM,1328,services.exe,C:\WINDOWS\system32\services.exe,,,,,running,Normal,C:\Windows\System32\svchost.exe,3f64c98f22da277a07cab248c44c56eedb796a81,0,0
2025-01-26 21:09:52,19064,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0x4,2025-01-26 20:14:01,LAPTOP-6O3JCTLT\LENOVO,548,pet.exe,c:\Users\LENOVO\.vscode\extensions\ms-python.python-2024.22.2-win32-x64\python-env-tools\bin\pet.exe server,,,,,running,Normal,C:\Windows\System32\conhost.exe,0027bb9f956056b469b1dfd7cebd23c53b8f6f79,1,0
2025-01-26 21:09:52,19124,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe -contentproc -isForBrowser -prefsHandle 7172 -prefsLen 36886 -prefMapHandle 7308 -prefMapSize 268392 -jsInitHandle 7312 -jsInitLen 254356 -parentBuildID 20250120135430 -ipcHandle 7340 -initialChannelId {3c526ba7-f177-4f1f-9d0e-e68546f86ecd} -parentPid 13760 -crashReporter \\.\pipe\gecko-crash-server-pipe.13760 -win32kLockedDown -appDir C:\Program Files\Mozilla Firefox\browser - 10 tab,2025-01-26 20:09:10,LAPTOP-6O3JCTLT\LENOVO,13760,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,running,Normal,C:\Program Files\Mozilla Firefox\firefox.exe,89a70725fef65460f87c43f4c2f46eaade26c3eb,28678,19666
2025-01-26 21:09:52,19176,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe -contentproc -isForBrowser -prefsHandle 3116 -prefsLen 32777 -prefMapHandle 3120 -prefMapSize 268392 -jsInitHandle 3124 -jsInitLen 254356 -parentBuildID 20250120135430 -ipcHandle 3132 -initialChannelId {533c2172-4dc1-4adc-974e-31bd963051d9} -parentPid 13760 -crashReporter \\.\pipe\gecko-crash-server-pipe.13760 -win32kLockedDown -appDir C:\Program Files\Mozilla Firefox\browser - 3 tab,2025-01-26 20:09:01,LAPTOP-6O3JCTLT\LENOVO,13760,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,running,Normal,C:\Program Files\Mozilla Firefox\firefox.exe,89a70725fef65460f87c43f4c2f46eaade26c3eb,9802,18796
2025-01-26 21:09:52,19252,msedgewebview2.exe,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe --type=gpu-process --string-annotations --noerrdialogs --user-data-dir=C:\Users\LENOVO\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --webview-exe-name=Widgets.exe --webview-exe-version=524.34401.20.0 --embedded-browser-webview=1 --gpu-preferences=UAAAAAAAAADgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --always-read-main-dll --field-trial-handle=1800,i,6251010059792591232,1210524644140066450,262144 --variations-seed-version --mojo-platform-channel-handle=1788 /prefetch:2 /pfhostedapp:9012b5dd5b35b16d0837a1a6aca980719d7aa20d",2025-01-26 20:11:01,LAPTOP-6O3JCTLT\LENOVO,16716,msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=524.34401.20.0 --user-data-dir=C:\Users\LENOVO\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=15520.20472.5123597144384628904 /pfhostedapp:9012b5dd5b35b16d0837a1a6aca980719d7aa20d,,,,,running,Normal,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe,06ad0b74cd461a2d00ccd32a7a3d5a5f8a326d23,901,607
2025-01-26 21:09:52,19324,LenovoVantageService.exe,C:\Program Files (x86)\Lenovo\VantageService\\4.2.24.0\LenovoVantageService.exe,2025-01-26 19:28:28,NT AUTHORITY\SYSTEM,1328,services.exe,C:\WINDOWS\system32\services.exe,,,,,running,Normal,C:\Program Files (x86)\Lenovo\VantageService\4.2.24.0\LenovoVantageService.exe,a8caac4b4a0e2666cbc5e39d1c8e2618b14f1464,17420,345
2025-01-26 21:09:52,19384,SearchFilterHost.exe,C:\WINDOWS\System32\SearchFilterHost.exe 656 3068 2840 888 {7FC3863B-7471-4B10-84E3-A5C2E0330618},2025-01-26 20:22:25,NT AUTHORITY\SYSTEM,1912,SearchIndexer.exe,C:\WINDOWS\system32\SearchIndexer.exe /Embedding,,,,,running,Normal,C:\Windows\System32\SearchFilterHost.exe,67ee125214126b915be17279e7e535004ca7cd27,51,0
2025-01-26 21:09:52,19416,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,2025-01-26 20:09:01,LAPTOP-6O3JCTLT\LENOVO,1492,svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,,,running,Normal,C:\Windows\System32\RuntimeBroker.exe,e66b427b11ddcdc260dce57702eeca7dd89addf9,1,0
2025-01-26 21:09:52,19612,DAX3API.exe,C:\WINDOWS\System32\DRIVER~1\FILERE~1\DAX3_S~2.INF\\DAX3API.exe -capturestream,2025-01-26 20:07:58,NT AUTHORITY\SYSTEM,4108,DAX3API.exe,C:\WINDOWS\System32\DriverStore\FileRepository\dax3_swc_aposvc.inf_amd64_d388d21ef0de789d\DAX3API.exe,,,,,running,Normal,C:\Windows\System32\DRIVER~1\FILERE~1\DAX3_S~2.INF\DAX3API.exe,c75e64f25142ddc90005f44e97bca8432822b979,0,0
2025-01-26 21:09:52,19728,msedge.exe,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --string-annotations --always-read-main-dll --field-trial-handle=2520,i,2061555011232612229,6147179023448215311,262144 --variations-seed-version --mojo-platform-channel-handle=2800 /prefetch:11",2025-01-26 20:08:26,LAPTOP-6O3JCTLT\LENOVO,17964,msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --no-startup-window --win-session-start --flag-switches-begin --flag-switches-end,2620:1ec:c11::239,443,2401:4900:67a0:7c58:b10b:7c1c:6692:bcfa,51879,running,Normal,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,c646d9b8426a0d7b4d6a2adf3cbdcd145254bd00,26964,50912
2025-01-26 21:09:52,19728,msedge.exe,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --string-annotations --always-read-main-dll --field-trial-handle=2520,i,2061555011232612229,6147179023448215311,262144 --variations-seed-version --mojo-platform-channel-handle=2800 /prefetch:11",2025-01-26 20:08:26,LAPTOP-6O3JCTLT\LENOVO,17964,msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe --no-startup-window --win-session-start --flag-switches-begin --flag-switches-end,2620:1ec:c11::239,443,2401:4900:67a0:7c58:b10b:7c1c:6692:bcfa,51877,running,Normal,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,c646d9b8426a0d7b4d6a2adf3cbdcd145254bd00,26964,50912
2025-01-26 21:09:52,19768,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca,2025-01-26 20:13:02,LAPTOP-6O3JCTLT\LENOVO,1492,svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,,,running,Normal,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,85420c66eaac60ceb459851826be0652c8b66240,60,0
2025-01-26 21:09:52,19784,Taskmgr.exe,C:\WINDOWS\system32\taskmgr.exe /4,2025-01-26 20:46:45,LAPTOP-6O3JCTLT\LENOVO,9480,explorer.exe,C:\WINDOWS\Explorer.EXE,,,,,running,Normal,C:\Windows\System32\Taskmgr.exe,26f4035605e57a1e48a85f3af890dfded1b64284,334,34
2025-01-26 21:09:52,20176,msedgewebview2.exe,"C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe --type=renderer --string-annotations --noerrdialogs --user-data-dir=C:\Users\LENOVO\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --webview-exe-name=Widgets.exe --webview-exe-version=524.34401.20.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=--harmony-weak-refs-with-cleanup-some --expose-gc --ms-user-locale= --time-ticks-at-unix-epoch=-1737899404379049 --launch-time-ticks=3057426902 --always-read-main-dll --field-trial-handle=2868,i,6251010059792591232,1210524644140066450,262144 --variations-seed-version --mojo-platform-channel-handle=3584 /pfhostedapp:9012b5dd5b35b16d0837a1a6aca980719d7aa20d /prefetch:1",2025-01-26 20:11:01,LAPTOP-6O3JCTLT\LENOVO,16716,msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=524.34401.20.0 --user-data-dir=C:\Users\LENOVO\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=15520.20472.5123597144384628904 /pfhostedapp:9012b5dd5b35b16d0837a1a6aca980719d7aa20d,,,,,running,Normal,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\132.0.2957.127\msedgewebview2.exe,06ad0b74cd461a2d00ccd32a7a3d5a5f8a326d23,3598,4503
2025-01-26 21:09:52,20260,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe -contentproc -isForBrowser -prefsHandle 7768 -prefsLen 40482 -prefMapHandle 7764 -prefMapSize 268392 -jsInitHandle 7760 -jsInitLen 254356 -parentBuildID 20250120135430 -ipcHandle 7752 -initialChannelId {8f4db328-e994-408b-af8a-2e4abf9c9663} -parentPid 13760 -crashReporter \\.\pipe\gecko-crash-server-pipe.13760 -win32kLockedDown -appDir C:\Program Files\Mozilla Firefox\browser - 12 tab,2025-01-26 20:11:55,LAPTOP-6O3JCTLT\LENOVO,13760,firefox.exe,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,running,Normal,C:\Program Files\Mozilla Firefox\firefox.exe,89a70725fef65460f87c43f4c2f46eaade26c3eb,13709,16451
2025-01-26 21:09:52,20332,OpenConsole.exe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.12.10983.0_x64__8wekyb3d8bbwe\OpenConsole.exe -Embedding,2025-01-26 21:09:41,LAPTOP-6O3JCTLT\LENOVO,1492,svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,,,running,Normal,C:\Program Files\WindowsApps\microsoft.windowsterminal_1.12.10983.0_x64__8wekyb3d8bbwe\OpenConsole.exe,5d286dca6a6dd44e341729be25113fd02689e6b6,0,0
2025-01-26 21:09:52,20408,svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s gpsvc,2025-01-26 21:05:28,NT AUTHORITY\SYSTEM,1328,services.exe,C:\WINDOWS\system32\services.exe,,,,,running,Normal,C:\Windows\System32\svchost.exe,3f64c98f22da277a07cab248c44c56eedb796a81,3,2
2025-01-26 21:09:52,20452,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0x4,2025-01-26 20:07:59,LAPTOP-6O3JCTLT\LENOVO,11152,MessagingPlugin.exe,C:\ProgramData\Lenovo\Udc\Hosts\24.10.0.10\x64\MessagingPlugin.exe C:\ProgramData\Lenovo\Udc\Broker\SharedUser\0E182418-5917-4518-B461-8BF1280DA3AC 4176 MessagingPlugin,,,,,running,Normal,C:\Windows\System32\conhost.exe,0027bb9f956056b469b1dfd7cebd23c53b8f6f79,0,0
